CIBERSORT	W070517001156	W070517001157	W070517001159	W070517001160	W070517001161	W070517001162	W070517102034	W070517102035	W070517102036	W070517102037	W070517102038	W070517102051
RP11-139H15.5	0.0803916	0	0	0	0	0	0.0794456	0	0.106676	0	0.167266	0
RP11-139H15.6	0	0	0	0	0	0	0	0.105291	0	0	0.0849196	0
RP11-139H15.7	0	0	0.107203	0.102908	0.0896455	0	0.161108	0.195683	0	0.117755	0	0
RP11-139I14.2	0	0	0	0	0	0.00420164	0	0	0	0	0	0.00338671
RP11-139K1.2	0	0	0	0	0	0	0	0	0	0	0.0857996	0
RP11-13E1.5	0	0	0	0	0	0.135887	0	0	0	0	0	0
RP11-13E5.2	0	0.0909639	0	0.183471	0	0	0	0	0	0	0	0.0867837
RP11-13J8.1	0.0456271	0	0.108549	0	0.0286109	0.3421	0	0	0.0368755	0.0384301	0.0432274	0.104293
RP11-13K12.2	0.0550922	0	0	0	0	0.00633709	0.0423543	0.0707943	0	0.0346152	0.0586883	0.347243
RP11-13K12.5	0	0	0	0	0.00974132	0	0	0	0	0	0	0
RP11-13N13.5	0	0.376502	0	0	0	0.141396	0	0.124429	0	0	0.208191	0
RP11-13N13.6	0.16308	0.218326	0	0	0.1603	0	0	0	0	0	0	0.316781
RP11-140H17.2	0	0	0	0	0	0	0.0809306	0	0	0	0	0
RP11-140K17.3	0.0644931	0.0854821	0.0488099	0.0440009	0.0447169	0.132429	0.0600158	0.0371007	0.0805185	0.0829049	0.29941	0.180376
RP11-140L24.3	0.295845	0.129763	0.399364	0.50721	0.517337	0.744383	0.911637	1.13497	0.602482	1.14493	0.393764	0.427604
RP11-1415C14.3	362.052	307.083	222.127	446.989	349.927	185.016	371.365	408.685	338.273	272.577	381.378	359.813
RP11-1415C14.4	7.51706	28.6141	14.6741	5.50214	20.6494	0	30.9066	0.626706	12.6997	29.3696	2.29766	0.684246
RP11-141B14.1	0.0167358	0.0226045	0	0	0.0176838	0.0512685	0.0826259	0.0600951	0	0.022621	0	0.0426268
RP11-141B14.2	0.0688057	0.160121	0.0757724	0.225566	0.169219	0.26224	0.128481	0.246812	0.0795572	0.284013	0	0.078041
RP11-141C7.3	0.10258	0	0.175129	4.53057e-10	0.0853597	0.594809	0.115814	0	0.205058	0.0848399	0.619367	0.179998
RP11-141C7.5	1.48899	0	0	2.68028	0	4.44293	0	0.901845	0	1.85582	2.06992	0.949796
RP11-141E13.1	0	0	0	0.51186	0	0.270337	0	0	0	0	0	0
RP11-141J13.5	0	0	0	0	0	0.118887	0.0649959	0	0	0	0	0
RP11-141M1.3	0	0	0	0	0.0278217	0	0	0	0.0469596	0	0	0
RP11-141M1.4	0	0	0.213318	0	0	0	0.0790829	0	0	0	0	0
RP11-141M3.6	0.00525491	0	0	0	0	0	0.00515886	0	0	0	0	0
RP11-142A12.1	0	0.0864207	0	0	0.0399129	0.0542116	0.0482076	0.0893614	0	0	0	0.0763649
RP11-142A23.1	0	0	0	0	0.134148	0.0736842	0	0.0516687	0	0	0.133392	0
RP11-142C4.4	0	0	0	0	0	0	0	0	0	0	0.070015	0
RP11-142C4.5	0.291646	0.0939139	0.235716	0.0432506	0.0360052	0	0.214669	0.221965	0.274983	0.521316	0.0725993	0.0908045
RP11-142C4.6	0	0	0	0	0	0.00838006	0	0	0	0	0.0225435	0
RP11-142E9.1	0.0156667	0	0.0299277	0	0.023322	0	0.00753715	0	0	0.0103577	0	0
RP11-142G1.3	0	0	0	0	0.288586	0.134457	0	0	0	0	0	0.165936
RP11-142I2.1	0	0	0	0	0	0	0.102566	0	0	0	0	0
RP11-142L1.1	0	0	0	0	0.0906147	0	0	0	0	0	0	0
RP11-142L1.3	0.664987	0.386217	0.392744	1.60817	0.296703	0.44819	1.38926	0.810925	0.43913	0.632664	0.613308	0.95851
RP11-142L16.2	0	0	0	0.0536824	0	0.0686326	0	0.0556562	0	0.118652	0.0902399	0.112424
RP11-142O6.1	0.0192056	0.0868354	0	0.0295939	0.0549276	0	0.0208958	0	0	0.0993999	0	0.0233632
RP11-1437A8.6	0	0	0	0.0762342	0	0	0.0353455	0	0.0396022	0	0	0
RP11-143A12.3	0.0235719	0.0107294	0	0	0	0.0123692	0.07125119	0.04572252	0	0.0106677	0	0.00994951
RP11-143E21.3	0.00830452	0	0	0	0	0	0	0	0	0	0	0
RP11-143I21.1	0	0	0	0	0	0.0164832	0	0	0	0	0	0
RP11-143J12.3	0	0	0.312761	0.100387	0	0.122023	0.0787234	0	0.063239	0	0.0807024	0
RP11-143K11.7	11.3187	11.9109	7.15074	8.56247	5.34682	8.08132	10.9702	9.08693	9.64096	5.17896	8.83962	8.442
RP11-144A16.4	0	0	0	0	0	0	0	0.942837	0	0	0	0.746268
RP11-144A16.8	0	0.106987	0	0	0	0	0	0	0.107467	0	0	0
RP11-144C15.1	0.669708	0.720147	0.927318	0.552731	0.395324	0.356044	0.609031	1.04382	1.55522	1.21039	0.790984	0.192463
RP11-144F15.1	0.577275	0.337604	1.219906	1.360157	0.3654435	0.4893035	1.51456	0.693915	0.871783	1.380096	0.8778422	0.5149531
RP11-144G6.12	10.26158	11.263056	7.3301	5.78037	10.32098	8.89384	18.37118	12.34188	11.13308	17.2792	6.61166	8.313855
RP11-144G6.13	0.119876	0	0	0.125559	0	0	0.375223	0	0	0	0	0
RP11-144G6.4	0	0	0	0	0	0.318817	0	0	0	0.272816	0	0
RP11-144G7.2	0	0	0	0.0807866	0.0357602	0.15561	0.103615	0	0	0.0463029	0.034095	0
RP11-144H23.2	0	0	0	0	0	0	0	0	0.0715618	0	0	0
RP11-144I2.1	0.0378189	0.0279049	0.0273452	0	0.0309862	0.0773767	0.0280699	0.0512993	0	0.0335144	0.065734	0.0528263
RP11-144L1.8	0	0	0	0	0	0	0.0526521	0	0.0172739	0.0181486	0.013829	0.017755
RP11-144M17.1	0	0	0	0	0	0	0	0	0	0	0	0.0261042
RP11-144O23.22	0	0	0	0.0689553	0	0	0.0569819	0	0	0	0	0
RP11-144O23.8	0	0	0	0.152908	0	0	0	0	0	0	0	0
RP11-145A3.4	0	0	0	0	0.10084	0	0	0	0	0	0	0
RP11-145E5.5	0.634395	0.801951	0.53054	0.137329	0.0435977	0.000552273	2.64979	1.00455	0.25396	1.00955	0.728721	0.580768
RP11-145G20.1	0	0	0	0	0.0806941	0	0	0	0	0	0	0
RP11-145H9.3	0.0222387	0	0	0	0	0	0	0	0	0	0	0
RP11-145M9.5	0	0	0	0	0	0.134457	0	0	0.106676	0.349714	0.167266	0
RP11-145P16.2	0.0443067	0	0	0.116161	0.0402733	0.0217657	0.0303488	0.0563652	0	0	0	0.0178875
RP11-146D12.2	1.186307	2.31152	0.4266356	0.305525	0	1.0306889	2.13452	0.706656	1.056786	0.27624698	0.249638	0.728943
RP11-146E13.4	0	0	0	0	0	0	0	0.105747	0	0	0	0
RP11-146E13.5	0	0	0	0	0	0	0	0.0206278	0	0	0	0
RP11-146F11.1	0.4437417	0	0.688911	1.8747247	0.8011435	1.1955269	1.2404944	1.07288	0.7965728	0.927908	1.8696	0.6793354
RP11-146F11.4	0	0	0	0	0	0	0	0	0	0.0896865	0	0
RP11-146I2.1	0	0	0	0	0	0	0	0	0	0	0.0504606	0
RP11-146N23.1	0.400374	0.179394	0	0	0	0.0689533	0	0.163355	0	0.121869	0	0
RP11-146N23.4	0	0	0	0	0	0.136614	0	0	0	0	0	0
RP11-147G16.1	0	0	0	0	0	0	0	0	0	0	0.107245	0
RP11-147G7.3	0	0	0.012741	0.0117405	0.0294766	0	0	0	0.0124092	0	0	0.0243903
RP11-147I11.1	0.0915691	0	0	0	0	0	0	0	0	0	0	0
RP11-147I3.1	0.618589	2.824325	0.65159	1.32610800418886	0.850516	1.099499	1.52122	0.6307854	0.87896	2.24898	1.70729	0.457045
RP11-147K16.3	0	0.0415874	0	0	0	0	0	0	0	0	0	0
RP11-147K6.1	0	0	0	0	0	0	0	0	0	0	0	0.109401
RP11-147L13.11	6.83291	5.51006	4.17971	8.18121	5.00633	6.08424	6.48143	5.70764	6.24969	6.63681	3.52544	6.32085
RP11-147L13.12	0	0	0	0	0.267506	0.135887	0	0.0978416	0	0	0.0844864	0.107709
RP11-147L13.13	0.684654	0.833975	0.618905	0.910114	0.746002	0.701082	0.77837	0.650859	0.516739	0.909673	0.291574	1.16635
RP11-147L13.14	0	0	0	0.101842	0	0	0	0	0	0	0	0
RP11-147L13.15	0.040258	0.0874561	0.0732079	0.0472357	0.0671163	0.123805	0.0544586	0.0663648	0.0718447	0.032167	0.0552744	0.0393888
RP11-147L13.2	0	0	0	0.0211033	0	0.0278908	0	0	0	0	0	0.0218806
RP11-147L13.7	0.0784236	0.396909	0.102716	0.281954	0.840697	0.450965	0.383361	0.0954235	0.492884	0.200093	0	0.298858
RP11-147L13.8	0.0706706	0	0	0.0429858	0.0214633	0.0541376	0.0345597	0.0942837	0.022647	0	0.0543008	0.0467213
RP11-148B18.4	0.0502955	0	0	0	0	0	0	0	0	0	0.0952289	0
RP11-148B6.1	1.555081	1.02411	0.58689	1.63572	1.21072	2.385651	1.057097	1.05016	2.944703	2.39889	1.361394	0.21322
RP11-148K1.10	0.271782	0	0	0	0	0.085531	0	0.0412706	0.073811	0	0	0.205204
RP11-148K1.12	0.192195	0.195696	0.0882293	0.174422	0.0320854	0.0736817	0.0663776	0.171493	0.0965785	0.128947	0.195976	0.077532
RP11-148L24.1	0	0	0	0	0	0	0	0.0267209	0	0	0	0
RP11-148O21.2	1.9934	3.89281	1.64954	2.74761	1.03588	1.78982	4.89908	4.47419	3.53451	9.10232	4.95106	2.33389
RP11-148O21.3	0.16386	0.223282	0.214406	0.102908	0.268937	0	0.805542	0.293525	0.432827	0.706529	0.675891	0.108267
RP11-148O21.4	0.402417	0.206059	0.103373	0.0446646	0.0415998	0.579881	0.684171	0.295067	0.602362	1.73759	0.192834	0.234415
RP11-148O21.6	0	0	0	0	0.0794823	0.116668	0	0	0	0	0	0
RP11-149F8.3	0.390768	0	0	0	0	0	0.347774	0.385197	0.130358	0	0.129839	0
RP11-149F8.5	0	0.26463	0	0	0	0	0	0	0	0	0	0
RP11-149I23.3	0	0	0	0	0	0	0.205125	0	0	0	0	0
RP11-149I9.2	0	0	0	0.0628921	0	0	0	0	0	0	0	0.0661635
RP11-14C10.2	0	0	0	0	0	0	0	0	0	0	0.0630617	0
RP11-14D22.2	0	0	0	0	0	0	0	0	0	0	0.0895886	0
RP11-14I17.1	2.75082	1.50164	2.69681	3.05088	1.82353	1.11005	2.44425	3.05839	0.951912	0.671566	3.23083	2.46987
RP11-14I17.2	0.0578665	0	0.0842446	0.149063	0	0.0946525	0	0.0413162	0	0.10133	0	0.150793
RP11-14I17.3	0	0	0	0	0	0.080896	0.0529357	0	0	0	0	0.0657421
RP11-14I2.2	0	0	0	0	0	0	0	0	0	0.0153993	0	0
RP11-14K3.2	0	0	0	0	0	0	0	0	0	0	0	0.0900208
RP11-14K3.4	0	0.0797497	0	0.0729232	0	0	0	0.0740158	0	0	0	0
RP11-14N7.2	0	0	0	0.0784349	0	0	0	0.186398	0	0	0.153836	0.0985515
RP11-14N9.1	0	0	0.04753	0	0	0	0	0	0	0	0	0
RP11-14N9.2	0.166036	0.189164	0	0.333926	0.224725	0	0	0.505603	0.244845	0.191787	0.259266	0
RP11-14O19.2	0	0.0953446	0	0	0.0364878	0	0.0761106	0.0457794	0	0	0	0
RP11-14P20.1	0	0	0	0	0	0	0	0	0	0	0	0.0689904
RP11-150O12.3	0.0226018	0	0.0196929	0.0357021	0	0.022777	0.0145554	0.0452152	0.0480168	0.0606226	0.00768102	0.00945491
RP11-150O12.4	0	0	0	0	0	0	0.0645345	0	0	0	0	0
RP11-150O12.5	0	0	0	0	0	0	0.0251041	0	0	0	0	0
RP11-150O12.6	0	0	0	0	0.0636404	0	0	0	0.459165	0.0918019	0	0.0809505
RP11-151A6.4	0	0.052367	0	0	0.0240525	0	0.0226108	0	0	0	0	0
RP11-151A6.6	0	0.0187966	0	0	0	0	0.0141056	0.0174637	0	0.0928694	0	0.0361349
RP11-151E14.1	0.0311534	0.0424022	0.0428553	0	0.0498384	0	0	0	0	0	0.0160457	0
RP11-151G12.2	0	0	0	0	0	0	0.122511	0.0740693	0.871055	0.0811799	0	0
RP11-151N17.1	0	0.22098	0	0	0.177394	0	0	0.0951487	0	0.118071	0	0.285872
RP11-152C15.1	0	0.113413	0	0.103997	0	0	0	0	0.126342	0	0	0
RP11-152F13.10	0	0	0	0.112621	0	0	0	0.00652593	0	0.0296143	0	0.0305807
RP11-152F13.8	0.379612	0.0552212	0.461571	0	0.0320067	0.23014	0.186893	0.339726	0	0.866397	0.0288827	0
RP11-152H18.3	0	0	0	0	0.0626541	0	0	0	0	0	0	0
RP11-152H18.4	0	0	0	0	0	0.0770175	0	0	0	0	0	0
RP11-152K4.2	0	0	0	0	0.0906147	0	0	0	0	0	0	0
RP11-152L20.3	0	0	0	0.061471	0	0	0.025157	0.0311419	0	0	0	0.0653605
RP11-152L7.2	0.0378976	0	0.0238996	0.0281672	0	0.0278171	0	0	0	0.0496598	0	0.115274
RP11-152N13.16	1.38316	0.873115	0.775397	1.21968	1.2896	0.816014	1.43601	1.55377	1.07756	1.58355	1.23378	0.869625
RP11-152N13.5	0	0.11049	0	0	0	0.164939	0	0	0	0	0	0
RP11-152P23.2	2.06884	1.64069	2.76293	5.86645	2.14011	0.866867	2.8094	3.39985	1.80424	1.2985	3.31046	5.65109
RP11-153I24.4	0	0.112225	0	0	0	0	0	0	0	0	0	0
RP11-153M3.1	0	0	0	0	0.0976174	0	0.40152	0.110859	0.146787	0.0617945	0.0237175	0.0588152
RP11-153M7.1	0	0.0743822	0	0	0.0384371	0.143304	0.256762	0.0688398	0.120119	0.176905	0.0751333	0.162324
RP11-153M7.3	0.02833649	0.0386304	0.0952227	0.0518308	0.0441937	0.0143395	0.0410101	0.0343886042	0.0601518	0.0121885	0.020316	0.0235418
RP11-153M7.5	0	0	0	0	0.15182	0.337127	0.0790829	0.0960297	0.206743	0	0	0
RP11-154B12.3	0	0.223282	0	0	0.356675	0	0	0.0973823	0.107692	0.11716	0.0840575	0.323126
RP11-154D17.1	0.0189133	0	0.072405	0	0	0	0	0	0	0	0.0375726	0
RP11-154D6.1	0.2455591	0.112225	0.28913674	0.7388414	0.3124463	0	0.278064	0.3004132	0	0	0.2387635	0.139619
RP11-154D6.2	0	0	0	0	0	0	0	0	0	0	0.0336144	0.0437821
RP11-154H17.1	0.1057	0	0	0	0	0	0	0	0	0	0.0962752	0
RP11-154H23.3	0	0	0.0235663	0.0211014	0.037106	0.108369	0.0165316	0.0829473	0	0.0688316	0.0356525	0.0666295
RP11-154H23.4	0	0	0	0	0.147303	0	0	0	0	0	0	0
RP11-154H23.5	0	0	0	0	0	0	0	0.148447	0	0	0	0
RP11-154J22.1	0.1567899	0.0364031	0.0231724	0.0189226	0.1699376	0.0134307	0.0389862	0.6236693	0.021208	0.0934097	0.0089134	0.0434969
RP11-154P18.2	0	0	0	0	0	0	0.0543179	0.0330964	0	0	0	0
RP11-155D18.13	0	0	0	0	0.0118186	0	0	0	0	0	0	0.0143055
RP11-155G14.5	0.32616	0	0	0	0.178337	0	0.0042151	0	0	0.23432	0	0.430835
RP11-155G14.6	0	0	0	0.475481	0	0	0.396791	0.161621	0.507615	0	0.53044	0
RP11-155G15.3	0.19026	0	0	0	0	0	0	0	0	0	0.0866981	0
RP11-155O18.6	0	0.371444	0.104406	0.22406	0.109263	0.0862157	0	0	0	0	0.219199	0.0830189
RP11-156E6.1	0.0622466	0	0	0	0.0471126	0	0.0401652	0	0	0	0	0
RP11-156E8.1	0	0.147965	0.129921	0.132922	0.196427	0.223006	0.0579016	0	0.0356995	0.0447134	0.0567491	0.111192
RP11-156G14.6	0.489241	0.595418	0	2.8905	0	1.45982	1.67605	0	0	0.644381	0.946247	1.26639
RP11-156L14.1	0.07645066	0.00722965	0	0	0	0	0.0829305	0	0.0450329	0	0	0.0131225
RP11-156P1.2	15.5124	18.8795	8.62762	15.1653	7.63644	10.0679	10.9845	24.6303	17.0214	15.1309	9.87169	18.3015
RP11-156P1.3	1.3113047	2.105577	1.7754937	3.6181886	2.3586206	1.4099094	2.9524871	1.915651	1.089598	2.8087881	2.4420238	1.1765533
RP11-157B13.7	0	0	0	0	0	0	0	0	0	0	0	0.00945327
RP11-157D18.2	0	0	0.108308	0	0	0	0	0	0	0.119576	0	0
RP11-157F20.1	0.0775142	0.0503436	0	0.0456169	0.121043	0	0	0	0.0516607	0.103349	0.118013	0
RP11-157G21.2	0.0517368	0.0236672	0.0746851	0.0645309	0.151663	0.0544055	0.0690136	0.104049	0.067915	0.163209	0.0898793	0.326862
RP11-157I4.4	0	0	0	0	0	0.0860837	0	0	0	0	0	0
RP11-157J24.1	0.0378679	0	0	0.0677575	0.0193782	0.172409	0.110029	0.0458653	0.0956653	0.22773	0.0761457	0.213387
RP11-157J24.2	0	0	0	0.0607006	0	0	0	0	0	0	0	0
RP11-157K17.5	8.37358	4.50522	2.09791	5.74647	2.59724	2.98026	3.04534	4.40772	6.63912	3.51743	3.84219	7.83547
RP11-157L3.10	0	0	0	0	0.206014	0	0	0.283196	0	0.281489	0	0
RP11-157L3.11	0	0	0.152712	0	0.102145	0.0530604	0	0.0504317	0	0	0.0384998	0.246619
RP11-157L3.12	0	0	0	0	0	0	0	0	0	0	0.05113	0
RP11-157L3.6	5.21148	3.72784	3.11286	2.35865	0.728857	2.22146	0	0	0	4.41861	0.662373	2.88214
RP11-157P1.4	0.127606	0.034934	0.0683497	0.117329	0.0821784	0.159678	0.0512796	0.153357	0.0342021	0.172895	0.127718	0.0632171
RP11-158D2.1	0	0	0	0	0	0	0	0.158553	0	0	0	0.485951
RP11-158D2.2	0.0563405	0	0	0.0339392	0	0.107766	0	0.0341513	0	0	0.0428318	0
RP11-158G18.1	0	0	0	0	0	0	0	0	0	0.109528	0	0
RP11-158H5.2	0	0	0.0979459	0	0.15158	0	0.0798117	0	0	0	0.0763894	0
RP11-158H5.7	0.0207665	0	0.0067155	0.0182549	0.0210786	0.00782917	0.0253418	0.0125614	0.00665087	0.0208177	0.0110249	0.0127758
RP11-158H5.8	0.0174803	0	0	0.0217386	0	0	0	0.021276	0	0.0234794	0	0.0229375
RP11-158I13.2	2.27289	1.49296	0.7625	2.73965	1.52145	2.84297	3.22523	1.62967	1.44589	5.08229	2.54634	0.757481
RP11-158I9.5	0.070011	0.288605	0.237941	0.349421	0.113102	0.164215	0.725374	0.449377	0.122308	0.418127	0.613617	0.134113
RP11-158I9.8	0	0	0	0	0.0111907	0	0.0271078	0	0	0	0	0.0122537
RP11-158K1.3	0.592742	0.35657	0.253872	1.28256	0.231925	0.754773	1.14472	0.60038	0.791925	1.52637	0.321994	0.777153
RP11-158L12.2	0	0	0	0.880093	0	0	0	0	0	0	0	0
RP11-158L12.4	0	0	0	0	0	0	0.00561892	0	0.014993	0	0.00596496	0
RP11-158L12.6	0	0	0.0877857	0.0265397	0.0287411	0.0085835	0.0109912	0.00674962	0	0.0225954	0	0.0152638
RP11-158M2.2	1.46679	0.565964	1.06765	1.4907	0.97319	0.389434	1.12262	1.80201	1.69155	1.69227	1.11214	1.00858
RP11-158M2.3	0.63529	0.552458	0.493077	0.426771	0.336494	0.73033	0.338504	0.980181	0.548956	0.510224	0.786816	0.528374
RP11-158M2.4	0	0	0	0.170299	0	0	0	0	0	0	0	0
RP11-159D12.10	0	0	0.00451278	0.00826052	0	0.00521225	0.0137208	0.00425153	0	0.00465306	0	0.00870883
RP11-159D12.2	0.02002592	0	0.0186777	0.0181338	0.0378293	0.0267233	0	0.0212947	0.0111112	0.0116809	0.0273349	0.03450612
RP11-159D12.6	0.0676747	0.269383	0.198693	0.361612	0.159425	0.0911863	0.149467	0.259684	0.2554	0.257982	0.209241	0.145532
RP11-159D12.8	0.0154487	0.0205477	0.0199418	0.00927475	0.0785923	0.023356	0.0370231	0.0373483	0.00962852	0.010218	0.0130196	0.0248549
RP11-159F24.2	0.310132	0.626148	0.087564	0.72731	0.334654	0.407553	0.982497	0.18936	0.675193	1.2471	0.422188	1.36338
RP11-159F24.3	0	0.111062	0	0.102372	0	0	0	0	0.106676	0	0	0
RP11-159F24.6	0	0.174286	0	0	0.12122	0	0	0.0673907	0.114585	0.147813	0	0
RP11-159G9.5	14.033172	11.354109	7.97427	12.702372	8.48982	8.396487	12.0947211	15.060017	15.936459	11.950165	10.019574	12.33526
RP11-159H10.1	0.124899	0.103448	0.0403604	0	0.0480025	0.0475647	0.108696	0.0755542	0.0821785	0.0636914	0.0938113	0.0579374
RP11-159H10.3	0	0	0	0	0	0.135676	0.0396406	0.0750533	0	0	0.127256	0
RP11-159H10.4	0	0	0	0	0	0.110107	0	0	0	0	0	0
RP11-159H22.1	0.174729	0.202217	0.208037	0.187194	0.15522	0	0.186227	0	0.230768	0	0.32154	0
RP11-159H22.2	0	0	0	0.204744	0.0891687	0	0.0798117	0	0	0.11716	0	0.215418
RP11-159H3.1	0	0	0	0	0	0	0	0.0466066	0	0	0	0
RP11-159J3.1	0	0	0	0	0	0	0.0384241	0	0	0	0	0.0233835
RP11-159K7.2	0	0	0	0	0.0990634	0	0	0	0	0	0	0
RP11-159L20.2	0.0819302	0	0	0	0	0	0	0	0	0	0	0
RP11-159M11.2	0.0428543	0	0	0.100083	0.040074	0	0	0	0	0	0	0
RP11-159N11.4	0.268624	0.26616	0	0.403682	0.348956	0	0.133469	0.162688	0.0865044	0.0886861	0.204778	0.151675
RP11-15A1.3	0	0	0	0	0	0	0	0	0	0.0225539	0	0
RP11-15A1.4	0	0	0	0	0	0	0.00842578	0	0	0	0	0.0284139
RP11-15A1.7	0	0	0	0	0	0.0580413	0	0.0375288	0	0	0	0
RP11-15B17.2	0	0	0	0	0.0389957	0	0	0	0.0482944	0.150428	0	0.236078
RP11-15B17.4	0	0	0	0	0	0	0	0	0.216414	0	0	0
RP11-15B24.2	0	0	0	0	0.0398347	0	0	0	0	0	0	0
RP11-15B24.3	0.26991	0.0369999	0.0374608	0.10203	0.0143127	0.0414439	0.0867102	0.0537555	0.165877	0.0385885	0.0144846	0.11216
RP11-15B24.5	0.1295152	0	0.0659974	0.356062	0.1373624	0.302592	0.1563762	0.129915	0.0652625	0	0	0.0658081
RP11-15E1.6	0.10978	0	0	0	0	0	0.0319789	0.000173254	0	0	0	0
RP11-15E18.5	0.107021	0	0	0.338886	0.284131	0.144332	0	0.260911	0.280934	0.271318	0	0.364457
RP11-15F12.1	0	0	0	0	0.0520745	0	0	0	0	0	0	0
RP11-15G16.1	0.054596	0.131251	0	0	0.0994025	0	0.0557941	0	0.0709065	0	0	0
RP11-15G8.1	0.0208022	0	0	0	0	0.0329999	0	0	0	0.0285764	0.0218451	0.0542637
RP11-15H20.6	0.726257	0.9479636	0.5388523	0.8327989	0.4599624	1.0811152	1.6892044	0.49636	0.82578467	1.1148574313	0.976445	0.996538
RP11-15H20.7	0	0.094089	0	0	0	0	0	0	0	0	0	0
RP11-15H7.2	0	0	0.0208398	0	0	0	0	0	0	0	0.0163958	0
RP11-15I11.2	0	0	0	0	0	0	0.0578562	0	0	0	0	0
RP11-15I20.1	0.355234	0	0	0	0	0	0.183951	0	0	0	0	0
RP11-15J10.1	0	0	0.372761	0	1.35521	3.58561	0	1.30018	5.89829	2.79762	0	7.84048
RP11-15J10.8	0	0.049879	0	0	0	0	0	0	0	0	0	0
RP11-15J22.8	0	0	0	0	0.0776536	0	0.0789839	0.0927872	0.102165	0	0	0
RP11-15L13.4	0.884308	0.8885	0.106659	1.13319	0.535012	0.13641	1.18624	1.05633	1.50023	1.74857	0.585431	0.750095
RP11-15M15.1	0	0	0	0.0289553	0	0	0	0	0	0.0321896	0	0
RP11-15N24.4	0.01269	0.0481033	0	0.0145238	0.060946	0.0919845	0.0122909	0.0769783	0.0958854	0	0.0622058	0.0818857
RP11-15P13.1	0	0	0	0	0	0	0.0327914	0	0.0435898	0	0	0.120055
RP11-160A9.3	0	0.232323	0.696297	0.139257	0.241551	0	0.17621	0.0717868	0.0752872	0	0.119206	0
RP11-160C18.2	0	0	0	0.858231	0	0	0.2972028	0.578099	0	0.0653876	0	0.0529187
RP11-160C18.5	0.253721	0	0	0	0	0	0	0	0	0	0	0
RP11-160E2.11	0.0127257	0	0	0.043505	0	0	0	0.0153072	0	0	0	0.0152638
RP11-160E2.16	0.4860805	0.62836	0.7069275	1.07375	0.3100914	0.745609	1.222583	1.1016987	0.4589268	0.594406	0.6829691	0.843053
RP11-160E2.17	0.0700125	0	0.0435175	0	0.0331924	0	0.291907	0.0421727	0.0457488	0	0.0328481	0.324917
RP11-160E2.19	0.0321498	0	0	0	0	0	0	0.0388669	0	0	0	0.0377108
RP11-160E2.21	0	0	0	0	0	0	0	1.28371	0	0	0	0.900068
RP11-160E2.6	1.21123	4.8116	0.336818	1.60072	3.04113	0	4.12646	2.45417	3.53636	0.380688	0	1.38524
RP11-160H12.3	0.0151773	0	0	0	0	0	0.0149382	0.0365446	0	0	0	0
RP11-160H22.3	0	0	0	0	0	0	0	0.150307	0	0	0	0
RP11-160H22.5	0	0.0665669	0.0649105	0	0.1329822	0	0	0.0691702	0.0709577	0.0720232	0	0
RP11-160K17.1	0.114259	0	0	0	0	0	0	0	0	0	0	0
RP11-160N1.10	0	0	0	0	0	0	0	0	0	0	0.1224516	0
RP11-160O5.1	0	0	0	0.112203	0	0	0.0499316	0	0	0	0	0
RP11-161D15.2	0	0	0	0	0	0	0	0	0	0	0	0.100521
RP11-161D15.3	0	0.0233643	0	0.0210462	0	0	0	0	0	0	0.0178747	0
RP11-161H23.10	0.627812	0.21705	0.224561	0.886767	0.0572507	2.6521	0.406844	1.31488	0.368231	0.668402	0.166295	1.8068
RP11-161H23.5	0	3.036	0.000727421	1.87534	1.2701e-09	1.32042	1.07417	0	0	0	0	2.04151
RP11-161H23.9	0.571067	0	0.120632	0	0	0.0395358	0.0686842	0.00409095	0.00438944	0	0.0102095	0.00400142
RP11-161M6.2	2.60212823	4.0579391	0.437979	8.03382	0.799793260657332	6.3899884	4.1674597311	5.7859714	0.8291475	4.8372239	5.73764	0.6519
RP11-161M6.3	0	0	0	0	0	0.240738	0	0	0	0	0	0
RP11-161M6.5	0	0.141404	0	0	0	0	0	0	0.0334725	0	0.0433014	0
RP11-162A12.2	0.0486662	0	0	0	0.0314151	0	0	0.0194469	0	0	0	0
RP11-162A12.3	0	0.034916	0	0.010638	0.0266895	0	0	0	0.0443544	0.0116566	0	0
RP11-162A23.5	0.809368	0.686351	1.13918	1.16058	1.60789	0.558071	1.18082	0.719945	0.994962	1.22628	0.3558	0.785729
RP11-162G10.1	0.0434613	0.0286722	0.071598	0.117807	0.111433	0.314458	0.189909	0.198315	0.13804	0.186977	0.109829	0.0553319
RP11-162J8.2	0	0	0	0	0	0	0.0567542	0	0	0	0	0
RP11-162P23.2	33.8582	21.6128	19.1428	25.0333	27.5945	14.5438	12.1531	12.5321	11.762	14.4641	17.2364	23.7245
RP11-163E9.1	5.76388	4.71094	7.32068	9.62022	3.08524	9.71894	9.48614	8.34348	3.21278	8.01623	5.77713	4.86945
RP11-163E9.2	14.892195	29.3061	13.459713	24.957046	22.92812	21.434434	22.260176	18.165511	14.827465	27.159514	26.082641	17.69996
RP11-163F15.1	0	0	0	0	0.119746	0.177362	0	0.149656	0	0	0	0
RP11-163G10.2	0.0595956	0	0	0	0	0	0.235296	0.0724562	0	0	0	0
RP11-163M18.1	0.081153008	0.1116403433	0	0	0.0891687	0	0	0.1938544269	0	0	0	0
RP11-163O19.10	0	0.222125	0	0	0	0	0	0.576178	0	0	0	0
RP11-164C1.2	0	0	0	0	0	0	0	0	0	0	0.0808536	0
